,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
321,2597650240,20141023T000000,520000.0,3,2.25,2030,16200,2.0,0,0,3,8,2030,0,1984,0,98027,47.5162,-122.057,2660,17958
11552,4331000400,20150220T000000,252000.0,3,1.5,1150,13200,1.0,0,0,3,7,1150,0,1956,0,98166,47.4752,-122.345,1220,13066
20517,2781280230,20150128T000000,292000.0,3,2.5,1610,3848,2.0,0,0,3,8,1610,0,2006,0,98055,47.4497,-122.18799999999999,1610,3049
7665,854000165,20150107T000000,285000.0,3,1.5,1400,7582,1.0,0,0,3,7,1400,0,1956,0,98148,47.4536,-122.33,1280,7872
638,7212652180,20140701T000000,314500.0,3,2.0,2050,13303,1.0,0,0,3,8,2050,0,1993,0,98003,47.2681,-122.31,2180,11590
85,4232902595,20141114T000000,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800
17459,3625700010,20140506T000000,1870000.0,5,4.0,4510,15175,2.0,0,0,3,10,4510,0,1969,2002,98040,47.5309,-122.228,3510,13500
16882,1823069102,20140508T000000,524000.0,3,2.25,2430,73151,1.0,0,0,3,8,2430,0,1974,0,98059,47.4749,-122.09200000000001,2800,39250
11861,9834200030,20150414T000000,530000.0,3,1.5,1240,4080,1.5,0,0,3,8,1240,0,1914,0,98144,47.5745,-122.291,1420,4080
4562,475000750,20140925T000000,477000.0,3,2.0,1750,4990,1.0,0,0,3,7,950,800,1916,0,98107,47.6667,-122.361,1700,5000
10866,3157600240,20140903T000000,540000.0,3,2.5,2520,5000,3.0,0,0,3,9,2520,0,1990,0,98106,47.5664,-122.359,1130,5000
4405,6046401105,20150423T000000,450000.0,2,1.5,1450,2550,1.0,0,0,3,7,820,630,1984,0,98103,47.6911,-122.348,1450,5100
20204,1622049242,20150304T000000,550000.0,4,2.5,3148,9612,2.0,0,3,3,9,3148,0,2014,0,98198,47.3994,-122.311,3000,11475
13836,6788203060,20141010T000000,690000.0,3,2.75,2480,3240,1.5,0,0,3,9,1890,590,1929,0,98112,47.6399,-122.311,2160,3240
18203,5414100040,20140915T000000,299950.0,2,1.0,800,3000,1.0,0,0,3,6,800,0,1904,0,98118,47.5602,-122.292,1640,3400
6985,9542800290,20141210T000000,217000.0,3,2.0,1690,6750,1.0,0,0,3,7,1210,480,1977,0,98023,47.3021,-122.375,1930,7350
15996,2895600420,20150421T000000,384500.0,2,1.0,1130,5236,1.0,0,0,4,6,1130,0,1942,0,98146,47.5103,-122.38600000000001,1010,5320
20580,3057000070,20141027T000000,289000.0,2,1.5,1160,2158,2.0,0,0,3,7,1160,0,1982,0,98034,47.7178,-122.19,1150,2158
21296,5592200010,20150227T000000,445000.0,3,2.5,2380,5269,2.0,0,0,3,8,2380,0,2008,0,98056,47.5066,-122.19200000000001,2150,7600
17357,4154304505,20140919T000000,435000.0,2,1.0,2240,7200,1.0,0,0,4,7,1120,1120,1940,0,98118,47.5631,-122.271,1390,6000
8284,4365700450,20141106T000000,193000.0,2,1.0,950,9000,1.0,0,0,3,6,950,0,1924,0,98106,47.5219,-122.361,1000,8280
11518,7129302800,20141212T000000,420000.0,3,1.5,1780,5000,1.0,0,4,4,7,1030,750,1958,0,98118,47.5168,-122.256,1780,7500
14488,5631500905,20140723T000000,272925.0,2,1.0,1280,5728,1.5,0,0,5,6,1280,0,1941,0,98028,47.7477,-122.23200000000001,2480,9775
2579,1121059105,20140708T000000,378500.0,3,2.5,2860,43821,2.0,0,0,4,9,2860,0,1990,0,98092,47.3163,-122.14200000000001,2370,65340
15684,8731000010,20140515T000000,343000.0,4,1.75,2290,10290,1.0,0,0,3,7,1340,950,1960,0,98146,47.5045,-122.369,1800,7605
7999,2923059064,20150217T000000,199000.0,2,1.0,1140,15120,1.0,0,0,4,6,990,150,1932,0,98055,47.4521,-122.196,2320,11250
8898,3101500090,20141017T000000,400000.0,4,1.0,2320,4000,1.5,0,0,3,6,1310,1010,1921,0,98144,47.573,-122.31200000000001,1750,4000
18883,1568100220,20140908T000000,350000.0,3,1.0,1010,8551,1.0,0,0,5,7,1010,0,1953,0,98155,47.7351,-122.295,1310,8504
3606,5072300100,20140718T000000,470000.0,4,2.25,3380,9900,1.0,0,2,4,8,1690,1690,1969,0,98166,47.4438,-122.34,2390,9900
8716,5016003146,20140710T000000,958000.0,4,3.5,1800,6400,2.0,0,2,3,8,1800,0,1984,2011,98112,47.625,-122.3,1700,4736
1861,3013300055,20140602T000000,405000.0,2,1.75,1710,4234,2.0,0,0,3,7,1330,380,1920,1979,98136,47.5319,-122.38600000000001,1530,4556
15401,3999300290,20141016T000000,850000.0,3,3.5,2620,11148,2.0,0,4,4,9,2060,560,1977,0,98008,47.5845,-122.115,2590,10796
10218,730000139,20141016T000000,305000.0,2,1.5,800,2142,2.0,0,0,3,7,800,0,2006,0,98144,47.5917,-122.29700000000001,1320,2742
19475,3755100540,20140725T000000,431200.0,5,1.75,1360,10609,1.0,0,0,3,7,1060,300,1966,0,98034,47.7203,-122.229,1490,9935
15704,7937600010,20141212T000000,322000.0,4,1.0,1750,68841,1.0,0,0,3,7,1750,0,1942,0,98058,47.4442,-122.081,1550,32799
20276,1105000373,20150506T000000,252500.0,2,1.5,1110,986,2.0,0,0,3,7,950,160,2009,0,98118,47.5427,-122.272,1110,3515
17149,3905100630,20140716T000000,500000.0,3,2.25,1710,4561,2.0,0,0,4,8,1710,0,1994,0,98029,47.5691,-122.00399999999999,1810,4770
11379,3860900003,20140617T000000,1170000.0,4,2.5,2570,6251,2.0,0,0,3,9,2570,0,2000,0,98004,47.593,-122.197,2570,9588
13558,2114700040,20150414T000000,260000.0,3,2.75,1730,4131,2.0,0,2,3,7,1480,250,1975,0,98106,47.5327,-122.346,1570,4120
18280,9533100145,20150205T000000,750000.0,3,1.0,1120,8549,1.0,0,0,3,7,1120,0,1952,0,98004,47.6294,-122.205,1440,8640
7079,7104100050,20140624T000000,485000.0,3,2.5,1500,5412,1.0,0,0,5,7,900,600,1920,0,98136,47.5499,-122.39399999999999,1090,5412
6432,492000532,20150222T000000,279950.0,4,2.75,2420,8700,1.5,0,0,4,7,2420,0,1914,0,98002,47.3109,-122.229,1070,4804
7878,8093600065,20141231T000000,205000.0,4,1.0,1030,6621,1.0,0,0,4,6,1030,0,1955,0,98055,47.4857,-122.221,1420,6631
7444,7503000050,20140807T000000,390000.0,3,2.5,1690,10113,1.0,0,0,3,7,1310,380,1991,0,98028,47.7381,-122.223,1690,10113
4416,5013500110,20141112T000000,425000.0,2,1.0,1070,6625,1.0,0,0,3,7,830,240,1950,0,98116,47.5736,-122.39299999999999,1310,6625
19875,6056100370,20141124T000000,430000.0,3,2.25,2020,2750,2.0,0,0,3,8,1680,340,2008,0,98108,47.5633,-122.29700000000001,1720,1546
1311,766000240,20140915T000000,225000.0,4,2.0,2220,14120,1.0,0,0,3,7,1200,1020,1966,0,98042,47.361000000000004,-122.116,1300,9709
5206,2785000480,20150108T000000,768500.0,4,1.75,3620,10400,1.0,0,0,4,8,1820,1800,1965,0,98005,47.6069,-122.167,2410,10400
8959,2570500230,20140529T000000,400000.0,5,2.0,1930,9747,1.0,0,0,4,7,1020,910,1962,0,98028,47.7743,-122.235,2040,9370
8763,8562970040,20140516T000000,655000.0,5,3.25,3690,12353,2.0,0,0,5,9,3690,0,1977,0,98155,47.7672,-122.292,2290,9082
17441,3630030010,20140926T000000,541000.0,3,2.5,1790,4038,2.0,0,0,3,8,1790,0,2005,0,98029,47.5499,-121.99799999999999,1700,3365
15249,9357000635,20150323T000000,345000.0,3,1.0,1060,5600,1.0,0,0,4,6,760,300,1943,0,98146,47.5116,-122.37899999999999,1310,5600
10152,9834200390,20150512T000000,670000.0,3,1.5,1220,4080,1.5,0,0,5,7,1220,0,1914,0,98144,47.5746,-122.289,1320,4080
719,4233400400,20150414T000000,267000.0,3,2.0,1300,9644,1.0,0,0,3,7,1300,0,1994,0,98010,47.3131,-121.99799999999999,1430,9656
9883,8887001600,20150412T000000,280000.0,2,1.0,990,45528,1.0,0,0,4,7,990,0,1992,0,98070,47.5013,-122.463,1730,45528
7598,2705600068,20150327T000000,539950.0,3,2.5,1330,2180,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,1330,5000
17700,5201810110,20140609T000000,364900.0,3,3.0,2500,8304,2.0,0,0,3,8,2500,0,1997,0,98031,47.4022,-122.166,2290,7855
18295,9371700085,20140722T000000,425000.0,3,1.75,1380,8182,1.0,0,0,5,7,1380,0,1942,0,98133,47.7513,-122.34899999999999,1300,8188
16972,7784400185,20150421T000000,499000.0,3,1.75,2650,11774,1.0,0,1,3,8,2240,410,1952,0,98146,47.4909,-122.363,2650,10120
4013,724069059,20140509T000000,2400000.0,3,2.25,3000,11665,1.5,1,4,3,11,3000,0,2001,0,98075,47.5884,-122.086,3000,15959
428,3754700160,20140506T000000,397000.0,4,2.0,1440,7680,1.0,0,0,3,7,1200,240,1971,0,98034,47.7245,-122.2,1460,9660
633,8832900550,20140912T000000,650000.0,3,2.5,2690,11575,1.0,0,3,3,8,2130,560,1957,0,98028,47.7605,-122.26700000000001,2390,11782
7812,8732130580,20150430T000000,280000.0,3,1.75,1740,8625,1.0,0,0,4,7,1240,500,1978,0,98023,47.3054,-122.38,1980,8625
17408,8673400190,20140723T000000,557000.0,3,2.5,1630,1587,3.0,0,0,3,8,1630,0,2004,0,98107,47.6693,-122.39299999999999,1500,1527
18934,7760400900,20140916T000000,279000.0,4,2.5,2040,8076,2.0,0,0,3,7,2040,0,1994,0,98042,47.3691,-122.074,2040,8408
18089,8691510150,20140922T000000,343500.0,3,2.5,1900,5194,2.0,0,0,3,7,1900,0,2004,0,98058,47.4391,-122.117,2230,5194
7369,7823700005,20140707T000000,295000.0,3,1.75,1940,7500,1.5,0,0,4,8,1940,0,1918,1985,98022,47.2062,-121.993,1650,7500
10039,3256400060,20140923T000000,325000.0,4,2.75,2090,9240,1.0,0,0,4,6,2090,0,1949,0,98146,47.4854,-122.34299999999999,1460,9240
12928,7655900062,20140728T000000,305240.0,3,1.0,1300,9000,1.0,0,0,3,7,1300,0,1956,0,98133,47.7352,-122.337,1500,9600
15177,6669240130,20141022T000000,335000.0,3,2.5,2588,5701,2.0,0,0,3,8,2588,0,2008,0,98042,47.3449,-122.15100000000001,2389,5702
15613,9310300185,20150325T000000,227000.0,2,1.0,1040,9100,1.0,0,0,4,7,1040,0,1937,0,98133,47.7407,-122.34700000000001,1950,13228
10127,5490210200,20140905T000000,456000.0,4,1.0,1700,7689,1.0,0,0,3,7,1080,620,1977,0,98052,47.6955,-122.116,1700,7333
7951,4022905172,20140926T000000,585000.0,4,1.75,2270,27122,1.0,0,0,5,8,1300,970,1957,0,98155,47.7637,-122.281,2380,11822
15464,8570900328,20140603T000000,295000.0,2,1.0,1170,10621,1.0,0,0,3,7,1170,0,1963,0,98045,47.497,-121.78,1340,9832
15480,6131600285,20141024T000000,195500.0,4,1.0,1230,8636,1.5,0,0,4,6,1230,0,1954,0,98002,47.3231,-122.219,1168,8316
18779,6841700100,20140929T000000,740000.0,3,3.5,2420,4000,2.0,0,0,5,9,1820,600,1907,0,98122,47.6054,-122.295,2030,4550
19832,2970800105,20150313T000000,449950.0,4,2.5,2420,5244,2.0,0,0,3,9,2420,0,2007,0,98166,47.4729,-122.35,1400,5250
17497,3205100080,20140708T000000,468000.0,3,1.5,1830,9848,1.0,0,0,5,7,1830,0,1962,0,98056,47.538999999999994,-122.18,1830,8168
12098,7972604355,20140521T000000,218000.0,3,1.0,1020,7874,1.0,0,0,3,7,1020,0,1956,0,98106,47.5175,-122.346,1290,7320
10181,8965500030,20140923T000000,804000.0,5,3.5,2770,9305,2.0,0,0,3,9,2770,0,1985,0,98006,47.5628,-122.11399999999999,2520,9773
15721,3797002575,20141010T000000,605000.0,4,1.5,1880,3500,1.0,0,0,4,7,1080,800,1926,0,98103,47.6835,-122.34700000000001,1690,3500
8052,5680000750,20140730T000000,385000.0,3,3.5,1900,4805,2.0,0,0,3,8,1560,340,1999,0,98108,47.5686,-122.315,1360,4800
2164,6623400217,20140515T000000,250000.0,3,1.0,1230,10350,1.0,0,0,4,7,1230,0,1957,0,98055,47.428000000000004,-122.199,1510,10427
16744,646910480,20141120T000000,206000.0,2,2.5,1280,1566,2.0,0,0,3,7,1280,0,2005,0,98055,47.4336,-122.195,1460,1845
2668,4139500200,20150305T000000,1380000.0,6,4.5,5740,10312,2.0,0,2,3,11,3610,2130,2000,0,98006,47.5533,-122.11,4350,11917
13799,9144100206,20141125T000000,592000.0,3,1.75,1560,7424,1.0,0,0,5,8,1560,0,1940,0,98117,47.6981,-122.374,1370,7424
3885,5279100625,20150429T000000,248000.0,2,1.0,770,8600,1.0,0,0,4,4,770,0,1914,0,98027,47.5325,-122.031,1420,6960
8014,3583400120,20150204T000000,526750.0,5,2.5,2270,10700,1.0,0,0,4,8,1570,700,1963,0,98028,47.74100000000001,-122.256,2020,10230
687,7853290030,20150311T000000,507000.0,4,2.5,2730,7649,2.0,0,0,3,7,2730,0,2006,0,98065,47.5441,-121.882,2730,6216
6536,9407101900,20140717T000000,280000.0,3,1.0,1370,11050,1.0,0,0,3,7,1370,0,1981,0,98045,47.4485,-121.77600000000001,1520,10000
7001,4083306720,20140915T000000,560000.0,4,1.5,1790,3420,1.0,0,0,4,7,1020,770,1923,0,98103,47.6489,-122.337,1680,3420
15164,2172000894,20150417T000000,225000.0,3,1.0,1250,10200,1.0,0,0,3,6,1250,0,1965,0,98178,47.4902,-122.256,1800,8283
4908,8691300420,20140804T000000,815000.0,5,3.5,3500,10794,2.0,0,0,3,10,3500,0,1996,0,98075,47.5887,-121.97399999999999,3110,10837
8345,1962200475,20140725T000000,875000.0,3,2.0,2350,6000,1.5,0,0,4,8,1990,360,1922,0,98102,47.6476,-122.32,2010,5040
13422,203101210,20140507T000000,379500.0,2,1.0,1640,17335,1.0,0,0,3,7,840,800,1978,0,98053,47.6397,-121.95299999999999,2440,17850
11714,3211240320,20140612T000000,489950.0,4,2.25,2640,31941,1.0,0,0,4,9,2640,0,1986,0,98092,47.3099,-122.116,2780,35365
10013,7375100070,20150318T000000,491000.0,3,1.75,1440,7800,1.0,0,0,4,7,1440,0,1958,0,98008,47.5996,-122.12,1440,7800
38,7895500070,20150213T000000,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.28200000000001,1290,7800
2395,8565900160,20150326T000000,995000.0,4,2.25,2340,13406,1.0,0,0,4,9,2340,0,1963,0,98040,47.5377,-122.221,2340,10743
12594,1623049133,20140729T000000,205000.0,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099
1857,7856700990,20140924T000000,655000.0,4,2.25,2200,9163,1.0,0,0,4,8,1430,770,1971,0,98006,47.5653,-122.146,2420,9163
15573,8901000585,20150401T000000,525000.0,4,1.75,1600,7400,1.0,0,0,3,7,1210,390,1973,0,98125,47.7111,-122.309,1640,7500
692,1402600700,20140721T000000,359900.0,4,2.25,2470,7698,2.0,0,0,3,8,2470,0,1983,0,98058,47.4406,-122.141,2330,7986
4846,9528100963,20140806T000000,719000.0,3,3.0,1833,1706,3.0,0,0,3,9,1833,0,1998,0,98115,47.6827,-122.325,1466,1455
13986,3052701135,20140626T000000,626000.0,3,1.75,2430,5000,2.0,0,0,4,7,1760,670,1945,0,98117,47.6785,-122.37200000000001,1320,4062
14050,7853220210,20140922T000000,563500.0,4,2.5,2780,7838,2.0,0,3,3,9,2780,0,2004,0,98065,47.5312,-121.861,3160,7848
8682,2523069146,20140623T000000,349900.0,3,2.0,2420,38781,1.0,0,0,5,7,1210,1210,1949,0,98027,47.4511,-121.976,2650,88426
1308,3260810260,20150505T000000,375000.0,3,2.5,2050,7205,2.0,0,0,3,8,2050,0,2000,0,98003,47.3487,-122.304,2050,7264
17636,8665900331,20150130T000000,418000.0,3,1.75,1670,12075,1.0,0,0,3,7,1370,300,1958,0,98155,47.7681,-122.307,1800,12123
2943,8732750100,20140525T000000,325000.0,4,3.5,2630,3435,1.5,0,3,3,7,1640,990,1984,0,98188,47.4355,-122.272,1920,2435
872,6665800060,20150305T000000,795000.0,3,2.0,2920,13650,1.0,0,2,5,8,1460,1460,1975,0,98033,47.6652,-122.18799999999999,2920,10988
11677,923049468,20141110T000000,218000.0,3,1.0,980,12812,1.0,0,0,3,7,980,0,1956,0,98168,47.4892,-122.306,1430,8986
17130,6170900190,20140819T000000,325000.0,2,1.0,750,5534,1.0,0,0,3,7,750,0,1947,0,98177,47.7017,-122.36,1050,5534
4065,2475200590,20150421T000000,244000.0,3,1.75,1460,4692,1.0,0,0,3,7,1460,0,1988,0,98055,47.472,-122.19200000000001,1600,4557
2551,3797000830,20140530T000000,425000.0,3,1.75,1680,3000,1.0,0,2,4,6,840,840,1900,0,98103,47.68600000000001,-122.346,1540,3700
12470,6623400193,20140903T000000,257000.0,3,1.0,1450,7850,1.5,0,0,5,7,1450,0,1910,0,98055,47.4299,-122.199,1360,10400
2288,3205100060,20150413T000000,517100.0,3,1.75,1580,9719,1.0,0,0,5,7,1580,0,1962,0,98056,47.5396,-122.18,1760,8539
11023,9485700136,20150227T000000,330000.0,3,1.0,1140,7316,1.0,0,0,3,6,1140,0,1959,0,98106,47.527,-122.36200000000001,1140,7440
3162,9169600096,20140801T000000,720000.0,2,1.5,1840,9000,1.0,0,2,3,8,1340,500,1957,0,98136,47.5281,-122.38799999999999,1880,7560
1384,6392003490,20140723T000000,433500.0,3,1.0,1230,6000,1.0,0,0,4,7,780,450,1937,0,98115,47.6839,-122.281,1570,5000
4270,3359500755,20140902T000000,544500.0,5,1.0,1690,3240,1.5,0,0,3,7,1690,0,1914,0,98115,47.6746,-122.325,1230,4500
2956,2597460090,20150316T000000,1195000.0,3,2.25,3070,9645,2.0,0,0,3,10,2110,960,1987,0,98006,47.5522,-122.14399999999999,3130,9450
17887,8150100265,20141118T000000,255000.0,2,1.0,620,4760,1.0,0,0,3,6,620,0,1941,0,98126,47.5292,-122.376,620,4760
9532,1921059303,20150128T000000,275000.0,4,2.25,2400,17842,2.0,0,0,4,7,2400,0,1973,0,98002,47.2866,-122.21700000000001,1610,12100
13502,5451100220,20140513T000000,780000.0,3,1.75,2340,10495,1.0,0,0,4,8,2340,0,1967,0,98040,47.5386,-122.226,3120,11068
7677,1828001130,20140617T000000,545000.0,4,2.25,2030,11585,1.0,0,0,4,7,1590,440,1967,0,98052,47.6561,-122.13,1960,8977
17003,6150700005,20141201T000000,500000.0,4,2.5,1900,5001,1.0,0,0,3,8,1200,700,2008,0,98133,47.7289,-122.335,1950,4680
1252,1926049355,20141028T000000,399000.0,5,2.0,2620,7030,1.0,0,0,3,8,1420,1200,1965,0,98133,47.7338,-122.352,1360,7964
11149,5515600163,20140916T000000,420000.0,5,2.25,3070,64033,1.0,0,0,3,9,2730,340,1983,0,98001,47.3238,-122.292,1560,28260
3337,104550740,20141201T000000,299000.0,3,2.5,2450,7062,2.0,0,0,3,8,2450,0,1993,0,98023,47.3061,-122.36,1960,7200
16736,2818600010,20150314T000000,1185000.0,7,3.5,3890,8342,2.0,0,4,3,9,2840,1050,1968,0,98117,47.7011,-122.39200000000001,2870,8342
21511,3304030220,20150421T000000,480000.0,4,2.5,2940,9172,2.0,0,0,3,9,2940,0,2006,0,98001,47.3444,-122.26899999999999,2660,7955
625,7812800565,20140814T000000,289500.0,3,1.0,960,6400,1.0,0,0,4,6,820,140,1944,0,98178,47.496,-122.23899999999999,1200,6600
5203,7649400170,20141205T000000,675000.0,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794
3025,7387500195,20150227T000000,367000.0,4,1.0,1820,5500,1.5,0,0,3,6,1820,0,1947,0,98106,47.5185,-122.363,1140,5500
8096,3658700690,20150327T000000,480000.0,3,1.5,1200,3060,1.0,0,0,4,7,1060,140,1910,0,98115,47.678999999999995,-122.315,1410,3060
16353,1450000050,20150501T000000,201000.0,3,1.0,900,7576,1.0,0,0,4,6,900,0,1959,0,98002,47.2881,-122.22,1220,7452
11458,4305200070,20140519T000000,350000.0,3,2.25,1640,7200,2.0,0,0,4,8,1640,0,1985,0,98007,47.5948,-122.15299999999999,1830,8372
21105,9544200422,20140731T000000,1274950.0,4,2.75,3820,8850,2.0,0,0,3,10,3820,0,2014,0,98033,47.6506,-122.195,2330,12000
7866,1245003255,20150223T000000,615000.0,3,1.0,1120,12500,1.0,0,0,4,7,1120,0,1977,0,98033,47.6842,-122.2,2380,10000
19610,9828702265,20140506T000000,500000.0,3,2.5,1480,1171,3.0,0,0,3,8,1480,0,2006,0,98112,47.62,-122.3,1480,1231
21416,9521100214,20140604T000000,455000.0,3,1.75,1420,1189,3.0,0,0,3,8,1420,0,2006,0,98103,47.6625,-122.352,1380,1196
14113,2372800145,20141023T000000,219950.0,2,1.0,940,8997,1.0,0,0,5,7,940,0,1955,0,98022,47.2005,-121.999,1110,9126
12347,4036400030,20150305T000000,675000.0,4,2.5,1770,9858,1.0,0,2,3,8,1770,0,1971,0,98155,47.7382,-122.287,2470,9858
9699,1934800138,20141204T000000,390000.0,2,1.5,1050,934,2.0,0,0,3,8,960,90,2007,0,98122,47.6029,-122.309,1470,1885
6032,1443550080,20150330T000000,487600.0,4,2.5,2340,12080,2.0,0,0,3,8,2340,0,1999,0,98019,47.7325,-121.969,2200,12403
15325,5547500050,20140917T000000,255000.0,3,2.25,1740,10378,1.0,0,0,5,7,1740,0,1977,0,98042,47.3815,-122.09,1420,10167
15733,3616600231,20140603T000000,960000.0,4,3.0,4590,9150,2.0,0,0,3,10,3490,1100,1981,0,98177,47.7234,-122.37200000000001,2910,12348
19416,1865820300,20150311T000000,205000.0,3,1.0,1120,8342,1.0,0,0,4,7,1120,0,1976,0,98042,47.3732,-122.116,1190,6660
8552,3972900195,20140916T000000,315000.0,3,1.0,1390,8333,1.0,0,0,3,7,1390,0,1982,0,98155,47.7652,-122.31,1320,7090
3115,4047200850,20150402T000000,387000.0,3,1.5,1620,21929,2.0,0,0,3,7,1620,0,1990,0,98019,47.766999999999996,-121.90299999999999,1600,21679
5897,7979900225,20150323T000000,360000.0,3,1.75,1900,11407,1.0,0,0,3,8,1900,0,1963,0,98155,47.7455,-122.294,1710,11407
15954,3223039109,20150220T000000,819000.0,3,2.5,2750,226512,2.0,0,0,3,9,2750,0,2000,0,98070,47.4376,-122.456,1250,211266
7932,2525059172,20141125T000000,664000.0,6,2.5,3190,12196,2.0,0,0,4,8,3190,0,1979,0,98052,47.6309,-122.103,2790,13068
12589,2459900040,20140717T000000,587000.0,5,3.5,3610,52595,2.0,0,0,4,7,3610,0,1989,0,98014,47.6832,-121.90700000000001,1620,60112
8013,603001050,20140723T000000,230000.0,2,1.0,1430,4000,1.0,0,0,3,7,930,500,1949,0,98118,47.5233,-122.28399999999999,1110,4000
729,1853000510,20140509T000000,985000.0,4,2.25,4230,37769,2.0,0,0,3,11,4230,0,1989,0,98077,47.7287,-122.07700000000001,3890,37034
16356,7116000225,20150220T000000,190000.0,3,1.0,1510,8760,1.0,0,0,4,6,1510,0,1946,0,98002,47.3015,-122.21600000000001,1040,7828
2680,2768000270,20140625T000000,562100.0,2,0.75,1440,3700,1.0,0,0,3,7,1200,240,1914,0,98107,47.6707,-122.36399999999999,1440,4300
21148,524059063,20140506T000000,1800000.0,5,5.0,4490,10279,2.0,0,0,3,10,3930,560,2013,0,98004,47.5974,-122.20200000000001,2490,10279
19702,255370570,20141120T000000,359950.0,4,3.5,2690,5564,2.0,0,0,3,7,2690,0,2007,0,98038,47.3537,-122.01799999999999,2210,4046
10513,1829300270,20140821T000000,715000.0,4,2.5,2780,13521,2.0,0,0,3,10,2780,0,1987,0,98074,47.6374,-122.042,2980,11454
6882,5672000020,20140805T000000,272000.0,3,1.5,1380,11760,1.0,0,0,4,7,1380,0,1963,0,98055,47.4243,-122.20200000000001,1650,9855
2521,6679000390,20140610T000000,269000.0,3,2.5,1560,4200,2.0,0,0,3,7,1560,0,2003,0,98038,47.3838,-122.02600000000001,1560,4200
14279,2201500555,20140929T000000,385000.0,3,1.0,1420,10980,1.0,0,0,4,7,1200,220,1954,0,98006,47.574,-122.13799999999999,1630,9763
21563,9406530090,20141020T000000,337000.0,4,2.5,2470,5100,2.0,0,0,3,8,2470,0,2005,0,98038,47.3622,-122.041,2240,5123
9476,222069057,20150330T000000,665000.0,3,3.5,3580,95832,1.5,0,0,3,9,3580,0,2005,0,98038,47.4239,-122.015,2880,60548
20739,9122001230,20141205T000000,590000.0,3,3.5,1970,5079,2.0,0,0,3,8,1680,290,2007,0,98144,47.5816,-122.296,1940,6000
17984,3448001975,20150504T000000,351000.0,1,0.75,930,6600,1.0,0,0,3,6,930,0,1924,0,98125,47.7127,-122.296,1590,6600
20330,3845101150,20140701T000000,399895.0,4,2.5,2701,4500,2.0,0,0,3,9,2701,0,2014,0,98092,47.2586,-122.194,2570,4800
19292,567000401,20150421T000000,546000.0,4,2.5,2100,1397,3.0,0,0,3,8,1580,520,2008,0,98144,47.5928,-122.295,1490,1201
5153,6084200080,20140528T000000,395000.0,3,2.5,2250,3757,2.0,0,0,3,7,2250,0,2006,0,98059,47.4787,-122.12899999999999,2250,4556
12301,8682292090,20140709T000000,737000.0,2,2.25,2290,9772,1.0,0,0,3,8,2290,0,2007,0,98053,47.7199,-122.025,1810,6077
4819,8820902905,20140822T000000,375000.0,3,1.5,1240,7733,1.0,0,0,3,6,790,450,1941,0,98125,47.714,-122.28299999999999,1130,7733
15750,5209200010,20140731T000000,485000.0,3,1.5,1870,7853,1.0,0,0,3,7,1300,570,1962,0,98125,47.7045,-122.281,1870,8300
17172,9238450430,20140624T000000,275000.0,3,1.0,990,9798,1.0,0,0,3,7,990,0,1968,0,98072,47.766999999999996,-122.164,1210,9870
8300,7575600100,20140502T000000,285000.0,3,2.5,2090,10834,1.0,0,0,4,8,1360,730,1987,0,98003,47.3537,-122.303,1750,8595
7342,6163901261,20140909T000000,395000.0,4,1.0,1440,8320,1.5,0,0,3,7,1440,0,1946,0,98155,47.7529,-122.318,1440,9230
13117,5072420040,20140910T000000,549950.0,3,2.5,2080,8690,1.0,0,0,3,8,1430,650,1974,0,98166,47.4424,-122.344,2400,9625
3844,2734100734,20141015T000000,216650.0,3,3.5,1540,1427,2.0,0,0,3,7,1360,180,2007,0,98109,47.542,-122.322,1220,4000
11275,226059065,20140903T000000,514000.0,3,2.25,2260,54014,1.0,0,0,3,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431
3075,2926049382,20141208T000000,650000.0,3,2.0,2800,10501,1.0,0,0,3,7,1400,1400,1954,0,98125,47.7055,-122.315,2260,6534
10044,7950303270,20150302T000000,585000.0,2,1.0,1110,6000,1.0,0,0,3,7,1010,100,1951,0,98118,47.5632,-122.28200000000001,1410,3500
11648,2523039282,20141121T000000,250000.0,2,1.0,1420,21158,1.0,0,0,3,7,1420,0,1953,0,98166,47.4594,-122.359,1220,8625
4301,5452800495,20150422T000000,899100.0,5,2.5,2410,15300,1.0,0,0,4,8,1400,1010,1975,0,98040,47.5416,-122.23100000000001,2440,15300
21141,8923600020,20140806T000000,1880000.0,5,3.5,4390,6220,2.0,0,3,3,9,3170,1220,2013,0,98115,47.6789,-122.273,2740,6448
9081,6445800120,20150404T000000,679000.0,4,1.75,2260,41236,1.0,0,0,4,8,1690,570,1962,0,98029,47.5528,-122.03399999999999,3080,30240
